f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,answer
1.614195,0.866274,-0.182818,1.150029,1.287193,1.330439,1.065740,-0.210246,2.960619,3.447680,5.347166
0.835169,1.774503,0.140857,1.290068,1.439477,1.319603,1.257741,0.181716,3.714048,4.040597,7.076914
1.360263,0.820686,1.626039,1.586635,0.342476,0.594314,6.238379,2.579930,1.086768,5.393623,6.270256
1.601845,0.692505,1.789624,1.676733,-0.712585,0.617618,6.970716,3.000720,-2.389629,5.760706,4.688020
1.209799,-0.192385,1.309210,1.505185,2.382119,-0.487771,5.137428,1.970602,7.171058,3.831808,9.508575
1.226697,0.364960,1.676993,1.629145,0.406785,-0.037488,6.257675,2.732064,1.325422,4.897794,6.682701
1.511771,0.831535,1.620047,0.675758,-0.163835,1.667548,6.371912,1.094759,-0.221426,4.639110,4.296201
0.570843,1.300690,0.079513,0.586334,0.839287,1.285199,0.809383,0.046621,0.984205,2.537381,4.188413
1.561365,2.332258,1.253490,0.195263,0.430892,3.698360,5.321834,0.244760,0.168275,5.342376,5.384643
1.385547,2.226234,2.103921,0.941223,1.582005,2.670558,7.697309,1.980258,2.978039,6.656924,10.052807
0.507645,-0.317802,-0.555323,-0.745981,0.830850,0.935824,-1.158324,0.414260,-1.239596,-1.111460,3.988180
0.595934,-1.059179,1.710150,1.102089,0.517405,-1.565334,5.726384,1.884738,1.140453,2.348994,3.148677
1.421901,0.959438,1.340323,0.047647,1.225287,2.333692,5.442869,0.063862,0.116762,3.769308,5.824700
0.668901,0.866119,0.028282,1.856732,0.528462,-0.321711,0.753747,0.052512,1.962425,3.420035,4.490555
0.885647,1.961910,1.767816,1.687884,1.550526,1.159673,6.189097,2.983870,5.234217,6.303259,9.425630
1.147648,1.664446,0.118002,0.414896,2.082710,2.397197,1.501654,0.048959,1.728217,3.344992,7.287570
0.834443,0.684351,-1.050890,0.339429,1.809993,1.179365,-2.318226,-0.356702,1.228728,0.807334,5.400223
0.841564,1.518245,1.580661,1.822835,1.747231,0.536975,5.583547,2.881284,6.369828,5.763305,10.477068
0.273981,1.733320,1.781811,1.247175,2.086938,0.760126,5.619413,2.222230,5.205556,5.036287,8.623770
0.674477,1.117343,0.600106,0.048168,-0.379813,1.743652,2.474794,0.028906,-0.036590,2.440094,2.044488
1.464636,-0.119056,2.155521,0.306456,0.960006,1.039124,7.931198,0.660572,0.588398,3.807556,4.520566
0.564323,2.597108,1.605625,1.650458,-0.360109,1.510973,5.381199,2.650017,-1.188690,6.417514,6.321106
2.097258,2.423479,1.562465,0.412332,-0.060747,4.108405,6.784654,0.644255,-0.050096,6.495535,6.144515
1.083708,-0.314535,0.110286,2.142683,-0.153020,-1.373510,1.414568,0.236309,-0.655746,3.022142,0.852487
1.077777,0.694715,2.288816,1.286305,0.491566,0.486186,7.944224,2.944116,1.264609,5.347613,5.474251
1.458106,0.425996,1.832500,1.161472,0.841234,0.722630,6.955606,2.128398,1.954140,4.878075,6.760649
1.414572,0.338589,1.197044,1.424803,2.261272,0.328358,5.005704,1.705552,6.443734,4.375008,9.060143
0.551876,0.976772,1.241696,0.823260,0.449435,0.705389,4.276963,1.022238,0.740004,3.593604,3.930507
0.688463,1.607353,1.486093,0.653244,0.189315,1.642572,5.146743,0.970781,0.247338,4.435152,5.745251
-0.107556,0.688664,0.310288,-0.304135,1.583478,0.885243,0.823307,-0.094369,-0.963182,0.587261,6.937129
0.999675,0.082656,0.856703,1.339810,1.777242,-0.257479,3.569782,1.147819,4.762333,3.278843,6.905758
1.059144,1.815992,0.182280,0.600792,0.278725,2.274344,1.605985,0.109513,0.334912,3.658208,4.091432
1.514689,1.310161,-0.005148,-0.258176,1.058923,3.083026,1.499244,0.001329,-0.546778,2.561525,7.042386
0.562436,1.177862,0.692009,1.006056,0.808380,0.734242,2.638463,0.696200,1.626551,3.438364,4.338614
1.524423,1.041795,1.999619,0.370838,-0.809958,2.195380,7.523280,0.741535,-0.600727,4.936675,3.403369
0.978697,2.285096,0.797602,1.041150,1.190666,2.222643,3.371502,0.830423,2.479323,5.102544,6.063438
-0.606931,2.279087,0.331248,2.284298,1.017055,-0.612142,0.386812,0.756669,4.646514,4.287702,8.223977
1.722549,1.400299,-0.044303,2.069698,1.003073,1.053149,1.589640,-0.091693,4.152118,5.148243,5.551035
1.294846,0.907177,1.140879,1.426349,2.642868,0.775675,4.717485,1.627293,7.539305,4.769252,10.179987
1.898504,0.610456,-0.344659,2.349356,0.704622,0.159605,0.864526,-0.809727,3.310816,4.513657,4.126878
2.579261,0.039989,0.014826,0.638182,1.301879,1.981068,2.623738,0.009461,1.661672,3.272258,6.990446
1.030122,-0.434580,0.732414,0.544199,0.145740,0.051343,3.227365,0.398579,0.158623,1.872154,0.958414
1.805780,1.069213,-0.368420,1.355748,1.641857,1.519245,0.700521,-0.499485,4.451890,3.862322,6.418686
0.881586,-0.323379,0.728941,1.874668,1.254460,-1.316460,3.068410,1.366523,4.703390,3.161817,4.275337
0.743084,-0.233046,0.789960,0.749130,0.600285,-0.239092,3.112963,0.591782,0.899383,2.049128,3.420404
1.542141,0.581311,0.567653,2.152617,0.900626,-0.029165,3.245099,1.221939,3.877404,4.843722,5.914072
1.600472,0.879709,0.568881,1.703996,1.772824,0.776186,3.307116,0.969371,6.041771,4.753059,8.453078
1.408360,0.343250,-0.167207,0.824487,0.630120,0.927122,0.906737,-0.137860,1.039052,2.408890,2.874916
1.717504,0.425257,0.348474,0.764925,0.508717,1.377836,2.762927,0.266557,0.778261,3.256160,5.737005
1.132586,0.672369,0.659360,1.406107,1.885995,0.398848,3.110666,0.927131,5.303822,3.870423,8.758679
0.934795,2.250922,1.503366,0.068448,2.005186,3.117269,5.444893,0.102903,0.274502,4.757531,8.630763
0.564616,1.972550,0.982746,1.295799,1.652566,1.241366,3.512852,1.273441,4.282788,4.815710,8.420168
1.664181,1.088359,1.574763,1.444939,1.601313,1.307601,6.388470,2.275436,4.627597,5.772242,8.827322
0.230993,0.404261,0.231519,1.294502,0.949775,-0.659249,0.925550,0.299702,2.458971,2.161275,4.632923
1.560612,1.103939,1.444026,0.795420,0.097336,1.869130,5.892689,1.148607,0.154845,4.903997,3.955703
-0.327889,0.617153,1.176352,0.965453,-0.573994,-0.676189,3.201168,1.135713,-1.108328,2.431070,0.518387
1.321900,0.948087,-0.307155,0.860108,0.392602,1.409879,0.400434,-0.264186,0.675360,2.822939,3.190318
0.754527,0.897694,-0.966187,1.000313,1.016437,0.651908,-2.144034,-0.966489,2.033509,1.686347,4.284766
0.869341,1.405001,1.270097,1.585922,-0.169786,0.688420,4.679632,2.014275,-0.538536,5.130361,6.137644
0.244442,1.061153,1.205626,0.649844,0.930264,0.655751,3.861319,0.783469,1.209054,3.161065,5.553147
1.698581,0.551811,1.437715,0.834793,0.617098,1.415599,6.011726,1.200194,1.030298,4.522899,6.751079
1.078439,1.633868,0.280499,1.612948,1.238479,1.099359,1.919936,0.452430,3.995203,4.605754,6.989649
1.224049,0.142744,2.019921,1.486852,0.337475,-0.120060,7.283812,3.003325,1.003550,4.873566,4.626102
1.699425,0.311025,1.292656,0.334967,-0.378441,1.675483,5.577392,0.432996,-0.253530,3.638072,2.776845
1.091646,0.765968,0.616231,0.405398,1.694292,1.452216,2.940339,0.249819,1.373726,2.879243,5.546422
1.001360,1.951677,0.730615,0.334631,1.810713,2.618407,3.193205,0.244486,1.211841,4.018283,8.482838
0.846077,-0.405431,0.177755,-0.121077,0.413206,0.561722,1.379342,-0.021522,-0.100059,0.497324,2.545459
2.256645,1.315956,0.818193,1.276454,0.717349,2.296147,4.711224,1.044385,1.831326,5.667247,6.790480
0.561303,-0.725766,-0.202005,0.676072,0.663192,-0.840535,-0.044713,-0.136570,0.896730,0.309603,1.808847
1.570836,0.576569,0.563628,0.919889,1.118070,1.227516,3.261719,0.518475,2.057000,3.630922,6.162471
-0.109585,1.578970,1.893154,1.895009,2.615942,-0.425624,5.569876,3.587544,9.914468,5.257548,12.370975
1.194382,0.812305,0.636587,-0.381623,1.677136,2.388310,3.104142,-0.242936,-1.280068,2.261650,5.555461
0.669942,0.166797,0.843192,0.824101,0.881370,0.012638,3.199517,0.694875,1.452675,2.504031,4.333284
1.434167,1.469501,1.383123,-0.738607,2.522657,3.642275,5.583535,-1.021584,-3.726505,3.548184,7.449448
0.998540,1.571308,1.555754,0.757285,0.387963,1.812563,5.665801,1.178148,0.587597,4.882886,5.780914
2.528657,1.974766,0.712359,0.632598,1.057580,3.870825,4.665734,0.450637,1.338046,5.848380,8.118578
0.358604,1.442672,1.549627,0.194106,0.001921,1.607170,5.007484,0.300792,0.000746,3.545009,3.577006
1.229702,3.232344,1.808745,2.631851,1.665136,1.830195,6.655938,4.760348,8.764779,8.902642,13.368838
0.621078,1.420471,0.704948,1.493849,0.615657,0.547699,2.735923,1.053087,1.839399,4.240346,3.229843
1.184681,0.774409,0.946920,2.985209,0.636968,-1.026119,4.025442,2.826756,3.802964,5.891220,6.033587
2.214995,2.059183,1.344814,1.631093,0.816121,2.643085,6.249436,2.193516,2.662338,7.250084,9.815957
0.853445,1.279159,1.141716,1.395127,1.666063,0.737477,4.278593,1.592839,4.648739,4.669447,7.934963
-0.515160,1.897766,1.166980,0.197420,0.552134,1.185187,2.985781,0.230385,0.218004,2.747006,4.029606
1.632488,1.642890,0.869789,0.038671,1.662126,3.236708,4.241854,0.033635,0.128552,4.183838,7.721175
1.372012,0.374786,0.930764,2.084835,2.337819,-0.338037,4.164305,1.940490,9.747933,4.762397,9.465448
1.885821,-0.017454,1.621035,0.773054,1.360480,1.095313,6.748925,1.253147,2.103447,4.262455,6.989533
0.379370,1.821068,2.059402,0.083720,0.200384,2.116717,6.557575,0.172414,0.033553,4.343560,2.836437
0.712474,1.268658,0.544297,0.644818,1.667882,1.336314,2.345365,0.350972,2.150960,3.170247,7.373579
1.034654,-0.200819,0.581827,1.744875,1.373586,-0.911041,2.780136,1.015216,4.793472,3.160537,5.892366
1.163828,1.985680,0.609751,-0.422590,-0.099471,3.572098,2.993081,-0.257675,0.084071,3.336669,2.876808
1.894955,0.739118,1.395916,0.376539,0.725839,2.257534,6.082702,0.525617,0.546613,4.406527,5.396549
1.161907,1.467364,1.038879,0.248402,2.496623,2.380869,4.278545,0.258060,1.240334,3.916553,8.985703
0.524940,0.982375,2.043244,1.249963,1.523376,0.257353,6.654673,2.553980,3.808327,4.800523,7.871489
1.320554,0.317356,1.658966,1.590882,1.275845,0.047028,6.297452,2.639219,4.059437,4.887757,9.459171
0.759818,1.771479,0.966518,0.603121,0.213267,1.928176,3.659373,0.582927,0.257252,4.100936,3.281144
1.157228,0.787190,1.954261,2.765251,-0.193661,-0.820834,7.020009,5.404022,-1.071045,6.663930,8.817025
0.737725,1.090682,1.224280,1.679116,0.855728,0.149291,4.410564,2.055708,2.873732,4.731802,6.516695
1.290399,0.677206,1.902395,1.757065,0.823818,0.210540,6.997583,3.342631,2.895004,5.627065,7.781935
-0.409359,2.659740,-0.367083,-0.427033,-0.263625,2.677413,-1.510609,0.156757,0.225153,1.456265,3.466379
1.819423,1.685921,1.575686,0.452254,0.949884,3.053090,6.546481,0.712610,0.859177,5.533284,7.275876
0.656317,1.661499,0.695442,1.274803,1.018665,1.043013,2.742645,0.886552,2.597195,4.288062,5.561552
0.468795,-0.031133,0.324847,0.224937,0.882711,0.212725,1.443335,0.073070,0.397109,0.987446,3.819938
1.597251,0.735641,0.741216,1.930957,0.420635,0.401935,3.820899,1.431256,1.624455,5.005065,6.892878
1.405889,1.006454,1.550885,1.428250,1.695271,0.984093,6.058543,2.215051,4.842542,5.391478,7.671223
1.048754,-0.189965,1.282636,1.377537,1.445751,-0.518749,4.896663,1.766880,3.983154,3.518962,5.200769
2.050610,0.950021,1.237053,0.792678,1.373187,2.207953,5.761768,0.980585,2.176991,5.030362,7.650284
0.287678,0.282800,1.417599,1.331597,0.170439,-0.761119,4.540474,1.887670,0.453913,3.319674,4.471741
0.659208,2.095302,1.705241,1.319003,0.756979,1.435507,5.774930,2.249218,1.996915,5.778754,7.384011
1.287988,0.604524,1.310327,0.286812,0.179888,1.605700,5.218969,0.375817,0.103188,3.489651,2.670974
0.255635,1.528499,1.511672,1.253891,1.919777,0.530243,4.790651,1.895472,4.814382,4.549697,8.177248
0.337878,0.897129,0.202512,-0.197705,0.724729,1.432712,0.945415,-0.040038,-0.286564,1.239815,3.037378
0.845943,2.346115,0.012478,-0.242187,0.480150,3.434244,0.883375,-0.003022,-0.232572,2.962348,5.109076
1.211206,0.572469,1.407593,1.369797,2.186912,0.413878,5.433986,1.928117,5.991250,4.561065,8.844447
1.404206,0.831094,1.390175,0.690839,1.224422,1.544461,5.574731,0.960387,1.691757,4.316314,7.029273
1.172125,0.911538,0.907743,0.433909,2.484806,1.649755,3.895356,0.393878,2.156358,3.425315,9.725303
1.202057,2.580511,0.803251,1.427046,0.742037,2.355522,3.611809,1.146276,2.117841,6.012865,6.644381
0.446945,2.918623,0.760113,0.769812,2.408860,2.595756,2.727285,0.585144,3.708737,4.895493,8.150767
0.224144,1.259939,-0.127873,2.090697,1.918414,-0.606614,-0.159476,-0.267344,8.021643,3.446906,6.688766
0.490940,0.605332,0.262359,1.628482,1.322838,-0.532210,1.278018,0.427247,4.308435,2.987113,5.533485
0.723406,0.582734,1.351792,0.471225,0.598005,0.834915,4.778781,0.636998,0.563590,3.129156,4.362197
0.537311,0.771749,0.663513,1.026718,1.367958,0.282343,2.527849,0.681240,2.809015,2.999291,5.412827
1.412377,1.995940,0.885990,0.222703,0.664645,3.185614,4.070347,0.197313,0.296037,4.517011,6.057194
2.064221,0.442704,1.189487,1.968518,1.607713,0.538407,5.632683,2.341527,6.329627,5.664931,7.685960
0.858894,0.771342,1.315471,1.906946,1.359810,-0.276711,4.805306,2.508532,5.186168,4.852653,7.318928
0.431578,1.726711,0.057591,2.113486,2.485050,0.044803,0.604350,0.121717,10.504237,4.329365,8.140489
0.218461,0.207834,2.248453,1.467872,1.739619,-1.041576,6.963819,3.300440,5.107076,4.142620,7.805363
1.251214,1.340803,0.903115,0.194207,0.199179,2.397809,3.960560,0.175392,0.077364,3.689340,4.673557
0.735791,0.791742,2.572818,2.249584,1.309904,-0.722052,8.454245,5.787771,5.893481,6.349935,10.560194
2.564794,1.591654,0.922614,1.062972,1.418904,3.093475,5.332637,0.980713,3.016511,6.142033,9.535152
0.042518,0.198222,1.940311,1.488255,0.929377,-1.247514,5.863453,2.887678,2.766300,3.669307,5.727687
1.713830,1.309128,0.261826,0.142313,1.529892,2.880645,2.499307,0.037261,0.435447,3.427097,7.307157
0.838004,0.223915,2.158340,0.367626,1.251323,0.694293,7.313025,0.793463,0.920038,3.587886,6.391929
0.646225,1.638687,0.650709,1.892348,0.204374,0.392564,2.598351,1.231367,0.773492,4.827969,4.234595
0.725122,0.098584,0.316724,0.967025,0.132277,-0.143318,1.675294,0.306280,0.255831,2.107455,1.649920
-0.027581,-0.409759,0.643419,1.220210,0.439891,-1.657551,1.902675,0.785106,1.073518,1.426289,2.489902
1.213196,0.875866,2.398368,1.008532,0.626862,1.080530,8.408301,2.418831,1.264420,5.495962,5.688447
2.091705,2.217073,0.677618,2.238133,0.751479,2.070645,4.124559,1.516599,3.363822,7.224529,7.948469
0.207425,1.399808,0.590640,2.190050,0.363179,-0.582818,1.979344,1.293531,1.590759,4.387923,4.897229
0.115815,-0.637878,0.072377,0.063548,1.292292,-0.585611,0.332945,0.004599,0.164244,-0.386139,3.212871
0.090559,0.023396,0.831011,0.511565,0.539787,-0.397609,2.583592,0.425116,0.552272,1.456531,2.331103
-0.568088,1.207906,0.699189,1.987994,0.617653,-1.348177,1.529478,1.389983,2.455782,3.327000,2.551028
1.076363,2.605013,0.894940,1.436414,1.927539,2.244961,3.761183,1.285505,5.537489,6.012730,10.018234
1.955299,0.798707,0.221318,0.538597,1.718466,2.215410,2.619255,0.119201,1.851122,3.513922,7.171012
1.883829,0.593370,0.830000,1.393872,0.960693,1.083327,4.373830,1.156914,2.678167,4.701072,6.744413
-0.266658,1.711741,0.977691,0.358450,1.925116,1.086633,2.666415,0.350453,1.380115,2.781224,5.085516
3.332012,1.244594,1.458877,0.341509,1.304193,4.235098,7.708645,0.498220,0.890787,6.376993,7.038730
1.270523,1.468978,1.515027,2.570708,1.027797,0.168792,5.815604,3.894692,5.284333,6.825235,9.723763
0.724729,0.592525,0.856142,0.612073,2.060613,0.705181,3.293156,0.524022,2.522492,2.785470,7.232335
0.199325,0.417514,-0.875716,0.648937,1.342846,-0.032099,-2.427824,-0.568284,1.742844,0.390059,3.799641
-0.091445,-0.314824,1.743598,1.166456,0.976581,-1.572726,5.139349,2.033830,2.278279,2.503784,5.688992
-0.287121,1.286936,3.387260,2.321808,1.187624,-1.321993,9.874658,7.864566,5.514870,6.708882,12.696902
1.301987,0.455048,1.878398,1.003657,2.085759,0.753378,6.937180,1.885267,4.186772,4.639089,8.301274
0.377548,1.175961,1.072944,1.157600,0.507869,0.395908,3.596381,1.242041,1.175818,3.784053,4.739332
1.590955,0.450670,0.715380,0.670236,0.560064,1.371389,3.737095,0.479473,0.750749,3.427240,4.120650
0.886057,1.553079,2.065161,0.922462,0.584279,1.516674,7.081540,1.905032,1.077950,5.426759,5.999830
1.404815,1.900395,0.513170,0.974933,1.354786,2.330277,2.944326,0.500307,2.641653,4.793314,6.875624
1.675234,1.381375,0.782197,0.279469,-0.094788,2.777140,4.021825,0.218600,-0.052981,4.118275,5.333224
3.848536,1.067438,1.520523,2.232041,1.011311,2.683934,8.410107,3.393871,4.514577,8.668540,11.977391
1.357540,0.410220,1.887785,-0.000956,2.715153,1.768716,7.020894,-0.001805,-0.005192,3.654589,8.537754
0.655633,-0.227102,1.215982,0.506367,2.120347,-0.077836,4.303579,0.615733,2.147348,2.150880,5.693052
1.999440,-0.383852,0.971203,0.573961,2.233312,1.041628,4.913050,0.557432,2.563666,3.160752,8.000479
1.490485,0.728730,2.720219,2.259227,-0.208086,-0.040011,9.651143,6.145592,-0.940229,7.198662,9.594529
1.388437,1.404648,1.157147,-0.017843,0.650146,2.810928,4.859878,-0.020647,-0.023201,3.932390,4.701745
0.007654,1.228986,2.214581,0.057155,1.847067,1.179486,6.651397,0.126574,0.211138,3.508376,5.559199
1.377199,1.878916,-0.041734,1.279430,1.048663,1.976685,1.251996,-0.053396,2.683381,4.493811,8.647202
0.103475,0.556439,1.140532,1.471686,0.856974,-0.811772,3.525070,1.678505,2.522393,3.272132,5.266065
1.050839,0.991923,0.115796,2.424278,2.579555,-0.381517,1.398225,0.280721,12.507116,4.582834,8.987127
1.745578,1.116752,0.526538,0.482682,0.100948,2.379648,3.325192,0.254150,0.097452,3.871550,4.049728
1.449842,2.180375,1.434384,0.905026,1.890121,2.725191,5.752994,1.298155,3.421217,5.969627,9.566201
1.942081,0.762811,1.271462,0.629453,0.387521,2.075438,5.756467,0.800326,0.487853,4.605807,5.785926
1.354967,0.709219,0.840960,0.722081,0.681890,1.342106,3.877847,0.607241,0.984759,3.627227,4.294677
1.320300,1.139599,1.683277,1.491793,1.810036,0.968106,6.370131,2.511101,5.400400,5.634969,9.657289
1.146217,0.635329,1.071202,-0.069828,1.256652,1.851374,4.359823,-0.074800,-0.175500,2.782919,4.585200
0.899769,2.052945,0.683049,0.861302,0.658563,2.091413,2.948915,0.588311,1.134443,4.497065,5.607473
0.147818,1.084219,1.217291,0.885884,2.000567,0.346153,3.799692,1.078379,3.544541,3.335213,6.655650
-0.026166,0.825243,1.028478,0.995457,1.686235,-0.196379,3.059269,1.023805,3.357148,2.823012,5.985202
-0.969922,1.170251,0.159700,0.658008,0.929534,-0.457679,-0.490822,0.105084,1.223281,1.018036,3.404481
0.054539,1.287195,0.664161,1.740082,1.421238,-0.398348,2.047021,1.155694,4.946140,3.745977,6.115300
2.010468,1.363705,0.634433,0.401742,1.258004,2.972431,3.913766,0.254878,1.010786,4.410348,6.870358
0.632790,1.177158,1.049739,0.532656,0.907914,1.277292,3.782008,0.559150,0.967211,3.392343,5.186296
1.967821,0.929771,1.200004,-0.146830,0.808545,3.044421,5.567832,-0.176197,-0.237437,3.950765,5.477479
0.285644,1.530735,0.339413,1.834014,-0.236607,-0.017636,1.303883,0.622488,-0.867883,3.989806,3.576237
1.813392,1.374848,1.003689,1.397932,1.181951,1.790308,4.824460,1.403089,3.304575,5.589862,6.955543
0.848236,0.869706,1.393418,1.808971,1.480244,-0.091029,5.028490,2.520653,5.355437,4.920331,7.997940
0.305377,1.223504,0.308772,1.866323,1.138363,-0.337442,1.231693,0.576268,4.249106,3.703976,4.608834
1.675546,0.691419,0.550779,0.906246,0.230606,1.460718,3.327882,0.499141,0.417972,3.823989,3.785985
0.995575,0.144946,0.765537,2.513493,0.258672,-1.372972,3.292185,1.924171,1.300341,4.419551,4.705023
1.338829,0.559535,-0.061673,0.819379,1.809984,1.078985,1.153811,-0.050533,2.966125,2.656070,6.937500
1.218222,0.709834,0.405958,-0.427452,0.545543,2.355508,2.436095,-0.173527,-0.466387,1.906563,5.426030
2.004363,1.242209,1.851893,1.429124,0.828677,1.817448,7.560041,2.646585,2.368565,6.527589,9.407714
2.546346,1.952147,0.426326,0.140799,0.342578,4.357694,3.825323,0.060026,0.096470,5.065618,6.453949
1.191786,1.110532,0.959614,2.363930,-1.481400,-0.061612,4.070629,2.268461,-7.003851,5.625862,2.056999
2.196181,1.454877,1.579799,1.681669,0.606020,1.969390,6.935577,2.656698,2.038249,6.912526,8.792854
1.189103,1.032898,-0.048870,0.837132,3.215050,1.384868,1.042493,-0.040911,5.382845,3.010263,9.357926
-1.361163,1.675718,1.739346,1.358203,2.208978,-1.043648,3.856875,2.362385,6.000480,3.412104,7.928744
1.197965,1.208709,1.639500,-0.069626,-0.230387,2.476300,6.116465,-0.114151,0.032082,3.976549,4.423900
1.146280,1.246208,1.287140,1.031891,0.185577,1.360597,5.007700,1.328188,0.382990,4.711519,4.975228
1.049926,-0.357890,0.952894,0.233467,2.223116,0.458568,3.908609,0.222469,1.038048,1.878397,7.906760
0.316211,0.830191,0.479693,1.216535,1.706150,-0.070133,1.755291,0.583564,4.151183,2.842631,6.236183
1.440376,0.710062,0.670550,1.020937,0.624047,1.129502,3.452027,0.684589,1.274224,3.841926,4.769973
1.168683,0.759069,0.620176,-0.305870,0.714623,2.233622,3.029211,-0.189693,-0.437164,2.242058,3.798974
-0.133165,2.288818,1.382266,0.756811,1.789826,1.398843,4.013634,1.046114,2.709119,4.294730,7.015260
0.553102,1.707520,2.049214,0.546682,2.289881,1.713940,6.700743,1.120269,2.503674,4.856518,8.127722
1.296894,0.226108,1.423264,2.281465,1.157690,-0.758462,5.566687,3.247128,5.282460,5.227732,8.464337
1.059072,1.615672,1.006792,1.395929,1.021909,1.278816,4.079447,1.405410,2.853023,5.077465,7.425943
1.138947,2.137119,0.558007,-0.371795,1.535350,3.647861,2.812968,-0.207464,-1.141670,3.462278,7.967223
1.144041,1.257560,0.981811,0.886870,2.188070,1.514732,4.089475,0.870739,3.881065,4.270283,7.331826
2.131863,2.277773,0.707245,1.569769,0.149672,2.839867,4.253599,1.110212,0.469902,6.686650,7.065424
-0.199812,1.908320,1.364636,1.277436,1.063788,0.431073,3.894097,1.743235,2.717843,4.350580,7.561696
1.370560,1.918232,0.270323,2.353084,0.952420,0.935708,2.181530,0.636093,4.482250,5.912199,7.743777
0.816665,2.067682,2.107863,0.884952,1.379568,1.999396,7.140254,1.865357,2.441702,5.877162,8.253825
0.644337,-0.396939,-0.286768,0.168108,1.537382,0.079289,-0.215967,-0.048208,0.516893,0.128738,3.738549
-0.369773,-0.327050,0.090001,0.638637,1.988979,-1.335460,-0.099769,0.057478,2.540472,0.031815,5.095074
1.238122,1.260090,1.978003,1.416347,-0.122611,1.081866,7.172130,2.801537,-0.347320,5.892561,6.438614
0.373330,1.152810,0.477474,-0.645851,-1.009879,2.171991,1.805750,-0.308377,1.304463,1.357762,-0.046831
2.151234,1.111193,-0.102846,1.998088,0.934544,1.264340,1.842697,-0.205495,3.734600,5.157669,5.837174
1.088063,1.434989,1.731208,1.016730,0.702441,1.506321,6.281687,1.760171,1.428385,5.270990,7.094443
1.491834,2.587308,-0.086215,1.625742,0.373965,2.453400,1.233191,-0.140163,1.215942,5.618669,5.443055
0.495532,0.848248,0.317903,0.767210,-0.624712,0.576571,1.449241,0.243898,-0.958571,2.428894,1.798596
1.718646,1.508900,0.189066,0.786836,3.152471,2.440710,2.285843,0.148763,4.960953,4.203447,9.989831
1.495847,1.186196,0.482904,0.400582,-0.518838,2.281461,2.944558,0.193442,-0.415674,3.565528,1.621343
1.688391,1.770446,0.282964,0.800557,0.368845,2.658280,2.537283,0.226529,0.590563,4.542358,4.399772
0.163446,1.007332,-0.084327,1.639615,1.743862,-0.468837,-0.089536,-0.138265,5.718526,2.726066,6.100962
2.145943,1.139755,1.094964,0.159376,1.553436,3.126322,5.430835,0.174511,0.495162,4.540039,7.369372
0.744507,0.810268,1.226466,1.433666,1.117472,0.121110,4.423904,1.758342,3.204163,4.214907,7.424180
2.009885,1.866103,0.777452,0.975093,1.481625,2.900895,4.342242,0.758088,2.889443,5.628533,7.707673
-0.668237,1.857404,-0.984279,0.581178,0.767267,0.607989,-3.621074,-0.572041,0.891837,0.786066,2.781488
1.525456,0.140427,0.904508,0.692887,2.967525,0.972995,4.238980,0.626722,4.112322,3.263279,9.053286
0.672200,0.709603,1.606164,0.547615,1.231533,0.834188,5.490693,0.879560,1.348812,3.535583,4.581202
1.460333,-0.007193,1.854545,2.696445,1.411986,-1.243305,7.023967,5.000678,7.614683,6.004130,9.937714
0.044699,2.075289,0.018468,0.975129,1.501020,1.144859,0.100103,0.018009,2.927375,3.113584,6.212409
1.129417,3.001030,1.481175,1.464759,1.370823,2.665687,5.572942,2.169564,4.015851,7.076380,10.624010
0.844411,1.263217,0.591861,0.558382,1.170061,1.549246,2.619996,0.330485,1.306682,3.257872,6.453304
1.391635,0.292656,1.497104,1.149944,0.779205,0.534348,5.882949,1.721586,1.792084,4.331340,6.074367
0.806383,1.019780,1.810532,-0.146881,1.211347,1.973044,6.237978,-0.265933,-0.355848,3.489813,4.830008
1.329853,1.368212,1.650522,2.365070,2.158267,0.332994,6.281418,3.903600,10.208907,6.713657,11.859221
1.621970,1.228454,0.816398,0.655803,1.235328,2.194621,4.071164,0.535396,1.620264,4.322625,5.281602
0.248492,0.413103,2.096136,0.888600,1.839281,-0.227005,6.536900,1.862627,3.268771,3.646331,7.377157
0.932712,1.237229,0.107403,2.366954,0.666449,-0.197013,1.254920,0.254217,3.154908,4.644297,6.863533
2.437681,1.241921,0.402785,1.611586,0.893151,2.068016,3.646037,0.649123,2.878778,5.693973,7.752056
1.615086,0.587660,1.799904,0.249400,1.929544,1.953346,7.014799,0.448897,0.962458,4.252050,6.759837
3.094612,2.143987,0.489082,0.238394,1.696691,5.000205,4.561857,0.116594,0.808961,5.966075,10.644301
1.678568,0.657803,-0.125174,1.651111,0.718934,0.685260,1.303045,-0.206677,2.374079,3.862308,5.168751
1.358597,1.952638,1.317980,0.850403,1.718724,2.460832,5.312537,1.120814,2.923215,5.479618,9.080878
-0.094401,1.754171,1.270072,0.347826,0.752977,1.311943,3.715816,0.441765,0.523811,3.277669,4.435755
0.946352,0.520141,0.344382,0.949505,0.924069,0.516988,1.979499,0.326993,1.754817,2.760381,5.241249
-0.314556,0.529371,2.252984,1.335125,2.701644,-1.120310,6.444395,3.008015,7.214067,3.802924,8.505095
0.262293,1.798388,1.658531,0.726390,0.153154,1.334292,5.237885,1.204739,0.222500,4.445601,4.602746
-0.306832,0.745675,1.407374,0.875043,-0.355347,-0.436200,3.915291,1.231513,-0.621888,2.721260,2.433744
